feature_set,model,attribute,metric,class_label,point_estimate,ci_low,ci_high,bootstrap_std,n_boot_valid,n_groups_included,min_group_value,min_group_support,min,max_group_value,max_group_support,max,min_group_support_threshold
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,2.0,0.04217599055140264,0.02004668685182979,0.09007364813114534,0.018543022197659555,500,3,Divorced,268,0.14379461467354698,Married,548,0.18597060522494963,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,3.0,0.034765283958751336,0.01577079355799517,0.08122402840881975,0.01730126875337196,500,3,Married,548,0.7297724882535038,Single,384,0.7645377722122552,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,4.0,0.008595359242221268,0.001840831180091743,0.02364588678954801,0.005646085910864787,500,3,Married,548,0.08425690762802315,Divorced,268,0.09285226687024442,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,3.0,0.0606561739659367,0.027945508249673838,0.1202158739529518,0.023758773542914537,500,3,Married,548,0.7700729927007299,Single,384,0.8307291666666666,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,2.0,0.055694951338199516,0.025575590884109586,0.1147997633836143,0.023117283949178155,500,3,Single,384,0.16145833333333334,Married,548,0.21715328467153286,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,4.0,0.004961222627737226,0.001567643014069126,0.02182841806558774,0.005431642607445804,500,3,Single,384,0.0078125,Married,548,0.012773722627737226,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,4.0,0.6666666666666666,0.0,1.0,0.34277936711874535,500,3,Divorced,268,0.0,Single,384,0.6666666666666666,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,3.0,0.04329139420417305,0.008506773965495923,0.10571289938049688,0.024575222667317893,500,3,Single,384,0.8119122257053292,Divorced,268,0.8552036199095022,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,2.0,0.02060178910273791,0.018681207446892185,0.21513888888888877,0.05264339372753933,500,3,Married,548,0.6890756302521008,Single,384,0.7096774193548387,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,2.0,0.06590801327643436,0.021159014557670823,0.21977272727272726,0.05459409827931004,500,3,Single,384,0.7719298245614035,Divorced,268,0.8378378378378378,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,3.0,0.04782055537116936,0.019325332006331804,0.09155721827974514,0.018416202495754003,500,3,Married,548,0.8905852417302799,Single,384,0.9384057971014492,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,4.0,0.0392156862745098,0.0,0.10416666666666667,0.027767390653100448,500,3,Divorced,268,0.0,Single,384,0.0392156862745098,30
